bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio,valid_only_hit_rate,cfg_num_cans,cfg_num_token,cfg_toy_eval,cfg_seed,cfg_shuffle_seed,cfg_use_hard_negative
722,24445,4,E,[6606],"[43712, 10621, 30288, 19254, 24445, 47966, 27471, 34939, 39495, 35369]","1. 2018春新款浅口黑色小蜜蜂高跟鞋女小清新蝴蝶结尖头细跟中跟单鞋
","A. 旅途原品_头层牛皮真皮单肩包 简约款复古简约女士斜跨女包[初见]
; B. DIN韩版2018秋装新款自留款气质28支美丽诺羊毛系带阔腿裤休闲裤
; C. COCOBELLA字母印花磨毛打底衫女套头时尚高领纯色长袖T恤TE593
; D. 5cm内增高小蜜蜂刺绣明星同款小白鞋 女休闲旅游韩版系带板鞋春夏
; E. 欧美个性夸张潮耳勾耳坠长款 气质复古宫廷风金属树叶耳环女耳夹
; F. 香港代购全皮包包女2019新款潮韩版菱格链条包小香风单肩斜挎包
; G. 玛玛绨2019春时尚BF运动裤休闲裤女装宽松ins红色哈伦裤校服裤潮
; H. 帽子女秋冬天毛线帽韩版冬款加绒针织帽2018新款时尚百搭潮护耳帽
; I. 真皮内增高女鞋8cm秋冬季2018新款磨砂黑色厚底休闲运动鞋女加绒
; J. 高腰宽松破洞牛仔裤女夏2018新款韩版显瘦chic学生百搭港味初恋裤
",A,A,0,0.28125,1.0,0.28125,10,5,250,45,41,False
2266,10879,1,B,"[35611, 8973]","[1540, 10879, 26779, 21065, 9083, 5638, 19706, 45823, 28886, 17927]","1. 2019新款韩版毛毛小包包女时尚百搭迷你小方包chic链条单肩斜挎包
; 2. EEKE Studio 925银爱心女款心形项链创意锁骨链颈链小众饰品礼物
","A. NOTHOMME日系潮牌拼接条纹宽松蝙蝠袖T恤半袖男士情侣tee短袖嘻哈
; B. 2019春季新款女鞋里外真皮高跟鞋浅口尖头单鞋百搭粗跟中跟工作鞋
; C. Special925银耳环耳钉无耳洞长款流苏耳夹气质女网红森系贝壳耳饰
; D. 进宝韩代 MLB棒球帽帽子男女紫色鸭舌遮阳调节软顶LA道奇刺绣CPEA
; E. 【永久下架】ONLY秋季新款低腰毛边微喇九分牛仔裤女|117349647
; F. Sogo★韩版chic纯色针织贝雷帽女秋冬可爱南瓜帽文艺休闲画家帽潮
; G. 大喜自制2018秋冬新款气质撞色拼接彩虹手编毛衣女套头宽松羊毛衫
; H. 2018新款韩版真皮平底单鞋复古奶奶鞋女春秋季防滑牛筋软底豆豆鞋
; I. 西西里男装春季港风蓝白条纹衬衣长袖韩版潮男宽松bf连帽衬衫外套
; J. 骆驼女鞋2018新款粗跟韩版时尚长筒靴冬季中跟长靴瘦瘦靴过膝靴女
",C,C,0,0.28125,1.0,0.28125,10,5,250,45,41,False
4809,22427,1,B,[47294],"[7616, 22427, 11817, 34717, 10820, 43661, 4193, 43180, 20045, 17053]","1. MOERCC2018新款单肩包女士手提包真皮休闲斜挎包牛皮复古简约女包
","A. A21秋冬男装卫衣 字母印花格子拼接假两件简约时尚潮
; B. 芦夫人鞋子女春秋季2019新款百搭韩版时尚淑女浅口平底单鞋瓢鞋夏
; C. 太平鸟男装 冬款男士高帮简约白色绑带经典真皮潮休闲鞋B2ZA64106
; D. 九月陌墨 2019秋季新款女装印花雪纺拼接连衣裙 中长款休闲显
; E. 加绒帆布鞋女2019新款冬学生韩版原宿ulzzang百搭小白港风ins板鞋
; F. 西西里男装男短袖衬衫港风chic宽松夏季韩版潮流英伦中袖衬衣
; G. 拾光定制2019春季新款复古低跟蝴蝶结深口单鞋尖头四季气质小皮鞋
; H. 阔腿裤女夏长裤2019春秋新款坠感垂感侧条纹高腰运动直筒裤休闲裤
; I. 阿黑 韩国ins人气耳环树脂纯白色半开口圈圈大耳环街拍名媛耳坠女
; J. 2019夏装新款OL时尚气质收腰短袖显瘦中长款荷叶边连衣裙优雅名媛
",J,J,0,0.28125,1.0,0.28125,10,5,250,45,41,False
11737,39944,6,G,[41715],"[39915, 23668, 4207, 969, 17969, 8753, 39944, 4642, 15192, 45281]","1. 范智乔 露脐短袖女夏装圆领纯色短款t恤纯棉百搭修身显瘦韩范上衣
","A. JHXC 复古格子牛角扣毛呢外套女中长款2018秋冬新款双面羊绒大衣
; B. 韩版夏天小礼帽子潮女英伦草帽 复古蝴蝶结圆顶遮太阳沙滩帽子
; C. 连帽牛仔外套女学生短款韩版宽松bf百搭2017新款原宿风春秋装潮人
; D. K家条纹阔腿裤女春夏薄款松紧腰垂感百搭显瘦2019新款休闲裤长裤
; E. MASOOMAKE2018新款加绒马丁靴女英伦风 冬季系带雪地靴女棉鞋短靴
; F. 水貂绒豹纹V领毛衣女2018秋季新款短款宽松百搭慵懒套头针织上衣
; G. 范智乔 休闲运动裤女学生韩版宽松原宿bf条纹阔腿裤九分裤女夏
; H. 渔不二2018新款宽松一字领格子衬衫女夏小心机荷叶边短款衬衣上衣
; I. 衣品乐原创大码假两件条纹套头衬衫胖MM女装中长款宽松上衣春装
; J. 马丁靴女英伦风2017新款真皮复古方头高跟女鞋秋冬季粗跟短靴子女
",D,D,0,0.28125,1.0,0.28125,10,5,250,45,41,False
17869,43126,4,E,[32245],"[41301, 18405, 34651, 4128, 43126, 38100, 33734, 47662, 41412, 44180]","1. 耳钉女气质韩国简约锆石网红纯银耳环甜美雪花水钻耳饰防过敏饰品
","A. 璐丝百丽红色衬衫女长袖2019春装新款时尚气质OL上衣职业磨毛衬衣
; B. 复古一字领系带薄款亚麻衬衫女 夏季韩版chic气质纯色上衣娃娃衫
; C. 范智乔 2018春装新款复古毛衣女宽松开衫针织衫外套
; D. 古伊萱2019春新款潮女时尚ins超火韩版铆钉钉珠拼接手提双肩包包
; E. 夏诗文定制 纽扣装饰高腰显瘦半身裙短裙女春款气质百搭纯色A字裙
; F. 罗家RMOJUL 2018夏装女装新款 贴布狗狗刺绣A字牛仔裙半身裙SW
; G. 2018秋冬新款加绒加厚半高领双面金丝绒卫衣女宽松刺绣韩版外套潮
; H. 夸张长款耳环民族复古风耳坠韩国气质超仙显脸瘦耳夹红新款耳饰女
; I. 鹿与飞鸟 原创夏装舒适针织全棉短袖长T连衣裙打底裙2色 1615#Q
; J. 马切达冬季短款加绒连帽卫衣日系复古宽松刺绣纯色套头上衣男帽衫
",E,E,1,0.28125,1.0,0.28125,10,5,250,45,41,False
12361,26154,0,A,[32117],"[26154, 28539, 21189, 4960, 37285, 21853, 1654, 3688, 41202, 39433]","1. 特步板鞋休闲鞋正品年春季时尚运动鞋情侣潮流潮流情侣款小白鞋
","A. AK男装 新款都市特工袖子印花圆领套头青年休闲卫衣上衣男潮
; B. 【特价】新款立体裁剪毛呢锥形束脚裤加厚休闲裤男宽松小脚哈伦裤
; C. 凉鞋女夏2018新款韩版学生仙女平底简约百搭一字扣带平跟白色女鞋
; D. 网红同款超高腰牛仔裤女春不规则撕边小脚裤显瘦修身破洞九分裤潮
; E. EP雅莹 2019秋冬新款女装绣花连帽套头上衣长袖卫衣EJDAW5208A
; F. 原创真皮女包简约牛皮大容量女士大包包文艺单肩包托特包2019新款
; G. queenhot 拯救小短腿 基本款弹力显瘦大长腿黑色打底裤
; H. 西遇女鞋春秋季新款牛皮透气圆头系带平底低帮休闲滑板鞋女小黑鞋
; I. 盆帽女夏季ulzzang原宿风软妹渔夫帽女韩版学生可爱日系防晒帽子
; J. 2019春季ulzzang复古做旧星星平底小脏鞋女休闲鞋街舞高帮帆布
",B,B,0,0.28125,1.0,0.28125,10,5,250,45,41,False
4551,32272,2,C,"[32824, 24325]","[19155, 47719, 32272, 19995, 41106, 41550, 21652, 10778, 16170, 41367]","1. im向自制 秋季女百搭长袖衬衣韩版复古chic小清新格子bf风衬衫
; 2. 朴正义  春季新款中长款牛角扣毛呢外套女羊绒呢子大衣
","A. 【两件249】猫酱紫/原创日系女复古印花加棉夹克外套加厚棒球服
; B. 素木原创大码撞色拼接连衣裙女短袖高腰显瘦A字裙女OY3049
; C. EKOOL不规则修身高腰打底裤女外穿九分紧身弹力小脚裤显瘦长裤子
; D. 简佰格夏天小包包女2019上新款春款ins链条时尚百搭单肩斜挎女包
; E. 五角星耳环女个性夸张韩国气质长款吊坠百搭性感网红星星耳坠耳钉
; F. 长款风衣翻领女抽褶宽松大衣廓形设计师外套优雅复古山本耀司
; G. 定制2018冬季新款蝴蝶结真毛领纯色棉服宽松加绒加厚羊羔毛外套女
; H. 气质名媛夏装2019新款ifashion裙子女装黑色两件套连衣裙中长款潮
; I. TASHUO包包女2018新款蛇头包气质白链条小方包单肩斜跨风琴包女包
; J. GXG男装 男士蓝色休闲修身款连帽羽绒服男外套#64211130
",D,D,0,0.28125,1.0,0.28125,10,5,250,45,41,False
379,39127,8,I,"[8719, 6839]","[13334, 35153, 27939, 44, 36231, 12369, 38568, 25367, 39127, 15496]","1. 特细出游拉菲草帽子 女士夏韩版 大檐沙滩帽防紫外线遮阳帽可折叠
; 2. 九月陌墨 2019夏季新款女装中长娃娃领连衣裙 韩版宽松休闲裙子女
","A. SX善喜2019款春一字领上衣女港风女装性感名媛气质斜肩打底衫宽松
; B. A21polo衫男 夏季翻领弹力潮流青年短袖男生休闲男装上衣
; C. 夏天上新纯皮小包包女2019新款潮百搭斜挎手提包迷你真皮女包软皮
; D. [早晨跑]Converse Jack Purcell 匡威 开口笑 低帮皮质帆布鞋 T#
; E. VH女包新款潮流手提包简约纯色斜挎包清新牛皮通勤休闲百搭单肩包
; F. 2018新款雪地靴女磨砂皮羊毛一体大毛球学生雪地棉鞋女平底保暖靴
; G. 欧洲站一脚蹬白色张贝贝毛毛鞋女新款春豆豆鞋网红泰迪毛毛鞋女鞋
; H. 微笑向暖法式复古裙过膝满幅刺绣两件套连衣裙仙女裙春装2019款女
; I. Keds秀晶款女百搭基础小白鞋皮面厚底松糕鞋休闲板鞋WH57310
; J. SINCE THEN从那以后深V领沙滩裙度假短裙中长款连衣裙女 蓝珍珠
",C,C,0,0.28125,1.0,0.28125,10,5,250,45,41,False
10076,11606,6,G,"[22106, 29575]","[18780, 18870, 26030, 42036, 48201, 30559, 11606, 35534, 10506, 19327]","1. 海盗船银饰新款粉樱花耳钉女韩国气质银耳环时尚个性耳坠简约耳饰
; 2. VSVELSUS2018新款单肩斜挎条纹链条小方包女包VA503902
","A. 短筒皮毛一体雪地靴女2018新款松糕底棉鞋冬鞋保暖厚底短靴韩版
; B. 《福利款》黄色面包服   不退不换 介意慎拍
; C. OSSO玛丽珍鞋2017秋季新款金属一字扣女鞋中跟粗跟中空方头单鞋女
; D. 小辣椒过膝靴女2018新款弹力靴中粗跟长筒瘦瘦靴子女秋冬季高筒靴
; E. 包包女2018新款 头层荔枝纹牛皮百搭锁扣梯形包 单肩手提时尚女包
; F. 耳环韩国优雅气质女纯银长款花朵吊坠百搭耳钉和田玉兰花耳线耳坠
; G. 人本2018厚底小白鞋女新款百搭皮面白色板鞋松糕底系带纯色休闲鞋
; H. BAO STYLE◆气质金色圆形满钻耳环女 韩国简约大耳钉网红耳饰潮
; I. 女装秋装2018新款时尚潮亮丝条纹拼色韩版宽松慵懒针织毛衣女套头
; J. S家原创女装秋季2018年新款裤子宽松长裤束脚运动裤休闲裤女
",C,C,0,0.28125,1.0,0.28125,10,5,250,45,41,False
14042,13907,1,B,"[582, 26217]","[359, 13907, 18639, 5486, 9889, 12199, 47474, 43932, 45516, 19213]","1. 李维斯男鞋夏季白色帆布鞋男低帮布鞋子男一脚蹬懒人板鞋休闲潮鞋
; 2. Mbbcar欧美西海岸潮男猫须洗水马骝磨白蓝色赤耳丹宁九分牛仔裤男
","A. 短款风衣女2019春装新款韩版宽松木香屋6452系带双排扣小个子外套
; B. 吃茶去男款蓝标有机棉圆领短袖T恤 白黑素色打底纯色 休闲文艺
; C. CHROUSE&amp;KLOTH 链条包包女新款2019新加坡小ck亮片百搭限定斜挎包
; D. 港风oversize假两件连帽牛仔外套女春装2019新款宽松长袖夹克上衣
; E. 花栗鼠小姐 2019新款 简约百搭 基础款毛须边牛仔半身裙黑色白色
; F. 空军一号2018nike中帮男鞋高帮耐克女鞋af1 mid黑色低帮小白板鞋
; G. 妖精的口袋秋冬季潮羊毛学生连帽拼接呢子大衣中长加厚毛呢外套女
; H. 二十八间春装日系复古街头潮牌贴标衬衫男士休闲宽松情侣衬衣长袖
; I. 人本帆布鞋女文艺小白鞋女春季2019新款百搭透气学生平底休闲板鞋
; J. GBOY冬季潮流个性刺绣针织衫男青年宽松水洗毛衣日系套头打底线衫
",B,B,1,0.28125,1.0,0.28125,10,5,250,45,41,False
