bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio,valid_only_hit_rate,cfg_num_cans,cfg_num_token,cfg_toy_eval,cfg_seed,cfg_shuffle_seed,cfg_use_hard_negative,cfg_use_icl_retrieval,cfg_icl_retrieval_method,cfg_use_user_context,cfg_user_context_selection,cfg_use_item_bundle_affiliation_desc,cfg_item_bundle_affiliation_k,cfg_item_bundle_affiliation_alpha,cfg_item_bundle_affiliation_exclude_query_items,cfg_use_item_user_copurchase_desc,cfg_item_user_copurchase_k,cfg_item_user_copurchase_alpha,cfg_item_user_copurchase_exclude_query_items
722,24445,4,E,[6606],"[43712, 10621, 30288, 19254, 24445, 47966, 27471, 34939, 39495, 35369]",1. 2018春新款浅口黑色小蜜蜂高跟鞋女小清新蝴蝶结尖头细跟中跟单鞋 [Additional context: This item is frequently co-purchased with: DMON春夏新品复古宫廷风泡泡袖100%纯亚麻立领明线宽松衬衫上衣女; 夏季上新链条包包女2019新款韩版百搭斜挎ins单肩时尚手提小方包; 【Dear YN】秋冬新款 温柔风高腰针织包臀裙中长款半身裙.],A. 旅途原品_头层牛皮真皮单肩包 简约款复古简约女士斜跨女包[初见]; B. DIN韩版2018秋装新款自留款气质28支美丽诺羊毛系带阔腿裤休闲裤; C. COCOBELLA字母印花磨毛打底衫女套头时尚高领纯色长袖T恤TE593; D. 5cm内增高小蜜蜂刺绣明星同款小白鞋 女休闲旅游韩版系带板鞋春夏; E. 欧美个性夸张潮耳勾耳坠长款 气质复古宫廷风金属树叶耳环女耳夹; F. 香港代购全皮包包女2019新款潮韩版菱格链条包小香风单肩斜挎包; G. 玛玛绨2019春时尚BF运动裤休闲裤女装宽松ins红色哈伦裤校服裤潮 [Additional context: This item is frequently co-purchased with: 张大奕 X辛普森一家格子卫衣女宽松bf慵懒风韩版学生连帽百搭薄款; 珍珍家定制韩版宽松2019新款露肩春秋套头超火cec卫衣女薄款ins潮; 烂破洞牛仔裤女宽松2019新款显瘦百搭高腰直筒老爹九分乞丐裤子潮.]; H. 帽子女秋冬天毛线帽韩版冬款加绒针织帽2018新款时尚百搭潮护耳帽; I. 真皮内增高女鞋8cm秋冬季2018新款磨砂黑色厚底休闲运动鞋女加绒; J. 高腰宽松破洞牛仔裤女夏2018新款韩版显瘦chic学生百搭港味初恋裤,F,F,0,0.252,1.0,0.252,10,5,250,45,41,True,False,input_embedding,False,max_input_overlap_random_user_text_topk_items,False,3,0.5,False,True,3,0.5,False
2266,10879,1,B,"[35611, 8973]","[1540, 10879, 26779, 21065, 9083, 5638, 19706, 45823, 28886, 17927]",1. 2019新款韩版毛毛小包包女时尚百搭迷你小方包chic链条单肩斜挎包; 2. EEKE Studio 925银爱心女款心形项链创意锁骨链颈链小众饰品礼物,A. NOTHOMME日系潮牌拼接条纹宽松蝙蝠袖T恤半袖男士情侣tee短袖嘻哈; B. 2019春季新款女鞋里外真皮高跟鞋浅口尖头单鞋百搭粗跟中跟工作鞋; C. Special925银耳环耳钉无耳洞长款流苏耳夹气质女网红森系贝壳耳饰 [Additional context: This item is frequently co-purchased with: 范智乔 冷淡风连衣裙女夏2019新款中长复古温柔裙超仙收腰背心裙; HFresh 拼色手提包包 女包2019新款 时尚斜挎包女单肩真皮女包; 两件套雪纺衬衫女设计感很仙的上衣吊带心机衬衣娃娃衫2019春装韩.]; D. 进宝韩代 MLB棒球帽帽子男女紫色鸭舌遮阳调节软顶LA道奇刺绣CPEA; E. 【永久下架】ONLY秋季新款低腰毛边微喇九分牛仔裤女|117349647; F. Sogo★韩版chic纯色针织贝雷帽女秋冬可爱南瓜帽文艺休闲画家帽潮; G. 大喜自制2018秋冬新款气质撞色拼接彩虹手编毛衣女套头宽松羊毛衫 [Additional context: This item is frequently co-purchased with: 衣品乐原创大码 文艺宽松镂空拼接长袖棉T恤女装早春新款打底上衣; 925银几何方形耳钉简约女耳环个性气质韩国耳坠潮网红冷淡风超仙; 衣品乐原创大码中长款撞色印花套头毛衣女2019春装新款胖MM针织衫.]; H. 2018新款韩版真皮平底单鞋复古奶奶鞋女春秋季防滑牛筋软底豆豆鞋; I. 西西里男装春季港风蓝白条纹衬衣长袖韩版潮男宽松bf连帽衬衫外套; J. 骆驼女鞋2018新款粗跟韩版时尚长筒靴冬季中跟长靴瘦瘦靴过膝靴女,C,C,0,0.252,1.0,0.252,10,5,250,45,41,True,False,input_embedding,False,max_input_overlap_random_user_text_topk_items,False,3,0.5,False,True,3,0.5,False
4809,22427,1,B,[47294],"[7616, 22427, 11817, 34717, 10820, 43661, 4193, 43180, 20045, 17053]",1. MOERCC2018新款单肩包女士手提包真皮休闲斜挎包牛皮复古简约女包 [Additional context: This item is frequently co-purchased with: MOERCC简约真皮手提包女大容量时尚通勤大包包韩版女包软皮单肩包; 入店必败CHIC VEN自制复古高腰小脚牛仔裤修身显瘦九分铅笔裤子女; 大叔家2019春季新款方头金属鸳鸯扣平底单鞋浅口百搭软底奶奶鞋女.],A. A21秋冬男装卫衣 字母印花格子拼接假两件简约时尚潮; B. 芦夫人鞋子女春秋季2019新款百搭韩版时尚淑女浅口平底单鞋瓢鞋夏; C. 太平鸟男装 冬款男士高帮简约白色绑带经典真皮潮休闲鞋B2ZA64106; D. 九月陌墨 2019秋季新款女装印花雪纺拼接连衣裙 中长款休闲显; E. 加绒帆布鞋女2019新款冬学生韩版原宿ulzzang百搭小白港风ins板鞋 [Additional context: This item is frequently co-purchased with: 因由短袖t恤女2019春季新款黑色纯棉修身半袖圆领套头上衣休闲潮; A7seven 后背字母连帽套头卫衣女秋冬韩版宽松显瘦学生绒衫外套潮; A7seven 厚实毛呢阔腿裤女秋冬韩版宽松显瘦休闲九分裤大码直筒裤.]; F. 西西里男装男短袖衬衫港风chic宽松夏季韩版潮流英伦中袖衬衣; G. 拾光定制2019春季新款复古低跟蝴蝶结深口单鞋尖头四季气质小皮鞋; H. 阔腿裤女夏长裤2019春秋新款坠感垂感侧条纹高腰运动直筒裤休闲裤 [Additional context: This item is frequently co-purchased with: 设计感耳环小众女气质复古韩国个性夸张c型潮人港风百搭圆圈耳饰; 双面羊绒大衣女2018流行新款黄色呢子宽松羊毛中长款毛呢手工外套; 2019春夏薄款小清新外套女棒球服短款白色宽松韩版学生bf原宿夹克.]; I. 阿黑 韩国ins人气耳环树脂纯白色半开口圈圈大耳环街拍名媛耳坠女; J. 2019夏装新款OL时尚气质收腰短袖显瘦中长款荷叶边连衣裙优雅名媛 [Additional context: This item is frequently co-purchased with: 诗凡黎小西装女英伦风chic春季外套女宽松韩版春秋格子西装外套女; MG小象粉色高腰半身裙女夏2019新款韩版流苏a字裙复古中长款裙子; 韩国东大门时尚气质人造珍珠流苏耳钉女长款镶钻耳环耳饰耳坠.],B,B,1,0.252,1.0,0.252,10,5,250,45,41,True,False,input_embedding,False,max_input_overlap_random_user_text_topk_items,False,3,0.5,False,True,3,0.5,False
11737,39944,6,G,[41715],"[39915, 23668, 4207, 969, 17969, 8753, 39944, 4642, 15192, 45281]",1. 范智乔 露脐短袖女夏装圆领纯色短款t恤纯棉百搭修身显瘦韩范上衣,A. JHXC 复古格子牛角扣毛呢外套女中长款2018秋冬新款双面羊绒大衣; B. 韩版夏天小礼帽子潮女英伦草帽 复古蝴蝶结圆顶遮太阳沙滩帽子; C. 连帽牛仔外套女学生短款韩版宽松bf百搭2017新款原宿风春秋装潮人; D. K家条纹阔腿裤女春夏薄款松紧腰垂感百搭显瘦2019新款休闲裤长裤; E. MASOOMAKE2018新款加绒马丁靴女英伦风 冬季系带雪地靴女棉鞋短靴; F. 水貂绒豹纹V领毛衣女2018秋季新款短款宽松百搭慵懒套头针织上衣; G. 范智乔 休闲运动裤女学生韩版宽松原宿bf条纹阔腿裤九分裤女夏; H. 渔不二2018新款宽松一字领格子衬衫女夏小心机荷叶边短款衬衣上衣; I. 衣品乐原创大码假两件条纹套头衬衫胖MM女装中长款宽松上衣春装 [Additional context: This item is frequently co-purchased with: 衣品乐原创大码 文艺宽松镂空拼接长袖棉T恤女装早春新款打底上衣; 九月陌墨 2019春季新款女装翻领拼接轻薄蕾丝衫 韩版气质宽松上衣; 衣品乐原创大码宽松黑色蕾丝衫上衣女中长款款打底衫2019春装T696.]; J. 马丁靴女英伦风2017新款真皮复古方头高跟女鞋秋冬季粗跟短靴子女,D,D,0,0.252,1.0,0.252,10,5,250,45,41,True,False,input_embedding,False,max_input_overlap_random_user_text_topk_items,False,3,0.5,False,True,3,0.5,False
17869,43126,4,E,[32245],"[41301, 18405, 34651, 4128, 43126, 38100, 33734, 47662, 41412, 44180]",1. 耳钉女气质韩国简约锆石网红纯银耳环甜美雪花水钻耳饰防过敏饰品,A. 璐丝百丽红色衬衫女长袖2019春装新款时尚气质OL上衣职业磨毛衬衣; B. 复古一字领系带薄款亚麻衬衫女 夏季韩版chic气质纯色上衣娃娃衫; C. 范智乔 2018春装新款复古毛衣女宽松开衫针织衫外套; D. 古伊萱2019春新款潮女时尚ins超火韩版铆钉钉珠拼接手提双肩包包; E. 夏诗文定制 纽扣装饰高腰显瘦半身裙短裙女春款气质百搭纯色A字裙; F. 罗家RMOJUL 2018夏装女装新款 贴布狗狗刺绣A字牛仔裙半身裙SW; G. 2018秋冬新款加绒加厚半高领双面金丝绒卫衣女宽松刺绣韩版外套潮 [Additional context: This item is frequently co-purchased with: 女皮鞋2018新款秋冬季尖头真皮短靴女粗跟中跟马丁靴单靴厚底女鞋.]; H. 夸张长款耳环民族复古风耳坠韩国气质超仙显脸瘦耳夹红新款耳饰女 [Additional context: This item is frequently co-purchased with: 欧洲站女士时尚女包蕾丝大包包2019新款潮女韩版斜挎单肩手提包袋; 925纯银少女超仙长款耳线韩版气质百搭耳环耳链耳坠时尚简约性感; 925银针仿珍珠耳钉耳环珍珠长款耳线耳饰耳坠女耳针显脸瘦韩版.]; I. 鹿与飞鸟 原创夏装舒适针织全棉短袖长T连衣裙打底裙2色 1615#Q; J. 马切达冬季短款加绒连帽卫衣日系复古宽松刺绣纯色套头上衣男帽衫,H,H,0,0.252,1.0,0.252,10,5,250,45,41,True,False,input_embedding,False,max_input_overlap_random_user_text_topk_items,False,3,0.5,False,True,3,0.5,False
12361,26154,0,A,[32117],"[26154, 28539, 21189, 4960, 37285, 21853, 1654, 3688, 41202, 39433]",1. 特步板鞋休闲鞋正品年春季时尚运动鞋情侣潮流潮流情侣款小白鞋,A. AK男装 新款都市特工袖子印花圆领套头青年休闲卫衣上衣男潮; B. 【特价】新款立体裁剪毛呢锥形束脚裤加厚休闲裤男宽松小脚哈伦裤; C. 凉鞋女夏2018新款韩版学生仙女平底简约百搭一字扣带平跟白色女鞋; D. 网红同款超高腰牛仔裤女春不规则撕边小脚裤显瘦修身破洞九分裤潮; E. EP雅莹 2019秋冬新款女装绣花连帽套头上衣长袖卫衣EJDAW5208A [Additional context: This item is frequently co-purchased with: 寺山文也 柏林/风衣女春季文艺复古百搭亚麻棒球领过膝长款外套; 小个子风衣女短款春秋季2019新款系带薄款宽松卡其色港味工装外套; 南瓜谷 条纹连衣裙女夏无袖小清新显瘦气质中长裙2018新款 L283.]; F. 原创真皮女包简约牛皮大容量女士大包包文艺单肩包托特包2019新款; G. queenhot 拯救小短腿 基本款弹力显瘦大长腿黑色打底裤 [Additional context: This item is frequently co-purchased with: 赫本风人字纹毛呢外套女中长款2018新款韩版廓形宽松显瘦呢子大衣.]; H. 西遇女鞋春秋季新款牛皮透气圆头系带平底低帮休闲滑板鞋女小黑鞋; I. 盆帽女夏季ulzzang原宿风软妹渔夫帽女韩版学生可爱日系防晒帽子; J. 2019春季ulzzang复古做旧星星平底小脏鞋女休闲鞋街舞高帮帆布 [Additional context: This item is frequently co-purchased with: 欧可芮100%羊毛粉色双面呢大衣中长款宽松毛呢赫本风羊绒外套女冬; 粗跟透明凉鞋2019新款女夏中跟百搭韩版一字带网红凉鞋子女晚晚鞋.],B,B,0,0.252,1.0,0.252,10,5,250,45,41,True,False,input_embedding,False,max_input_overlap_random_user_text_topk_items,False,3,0.5,False,True,3,0.5,False
4551,32272,2,C,"[32824, 24325]","[19155, 47719, 32272, 19995, 41106, 41550, 21652, 10778, 16170, 41367]",1. im向自制 秋季女百搭长袖衬衣韩版复古chic小清新格子bf风衬衫; 2. 朴正义 春季新款中长款牛角扣毛呢外套女羊绒呢子大衣,A. 【两件249】猫酱紫/原创日系女复古印花加棉夹克外套加厚棒球服; B. 素木原创大码撞色拼接连衣裙女短袖高腰显瘦A字裙女OY3049; C. EKOOL不规则修身高腰打底裤女外穿九分紧身弹力小脚裤显瘦长裤子; D. 简佰格夏天小包包女2019上新款春款ins链条时尚百搭单肩斜挎女包 [Additional context: This item is frequently co-purchased with: ELLE女包新款牛皮单肩包80117铆钉包小方包纯色精致简约斜挎小包; 春夏ins小包包女包2019新款潮韩版链条包时尚简约百搭单肩斜挎包; 小包包女2019最新版时尚法国小众轻奢真皮小ck女包单肩斜挎水桶包.]; E. 五角星耳环女个性夸张韩国气质长款吊坠百搭性感网红星星耳坠耳钉; F. 长款风衣翻领女抽褶宽松大衣廓形设计师外套优雅复古山本耀司; G. 定制2018冬季新款蝴蝶结真毛领纯色棉服宽松加绒加厚羊羔毛外套女; H. 气质名媛夏装2019新款ifashion裙子女装黑色两件套连衣裙中长款潮 [Additional context: This item is frequently co-purchased with: DIAMOND 2019春款浅色阔腿裤高腰牛仔裤女显瘦百搭宽松直筒裤长裤; 白色高腰阔腿裤女夏九分雪纺女裤宽松直筒垂坠感阔腿长裤休闲裤子; 风中 砂洗客供亚麻 珊瑚色百褶大摆半身裙 木耳边 文艺女装独上.]; I. TASHUO包包女2018新款蛇头包气质白链条小方包单肩斜跨风琴包女包; J. GXG男装 男士蓝色休闲修身款连帽羽绒服男外套#64211130,D,D,0,0.252,1.0,0.252,10,5,250,45,41,True,False,input_embedding,False,max_input_overlap_random_user_text_topk_items,False,3,0.5,False,True,3,0.5,False
379,39127,8,I,"[8719, 6839]","[13334, 35153, 27939, 44, 36231, 12369, 38568, 25367, 39127, 15496]",1. 特细出游拉菲草帽子 女士夏韩版 大檐沙滩帽防紫外线遮阳帽可折叠 [Additional context: This item is frequently co-purchased with: 交叉绑带罗马凉鞋女夏季平底2019新款韩版仙女风学生百搭chic平跟; 素木春装2019款女外套毛绒宽松韩版短款上衣高贵优雅必入的小外套; 韩都衣舍2019夏装新款女装韩版宽松显瘦民族风短裤牛仔裤GW9407阨.]; 2. 九月陌墨 2019夏季新款女装中长娃娃领连衣裙 韩版宽松休闲裙子女,A. SX善喜2019款春一字领上衣女港风女装性感名媛气质斜肩打底衫宽松; B. A21polo衫男 夏季翻领弹力潮流青年短袖男生休闲男装上衣; C. 夏天上新纯皮小包包女2019新款潮百搭斜挎手提包迷你真皮女包软皮 [Additional context: This item is frequently co-purchased with: 拖鞋女外穿网红尖头半拖鞋女夏时尚百搭包头粗跟凉拖鞋女2019新款.]; D. [早晨跑]Converse Jack Purcell 匡威 开口笑 低帮皮质帆布鞋 T#; E. VH女包新款潮流手提包简约纯色斜挎包清新牛皮通勤休闲百搭单肩包 [Additional context: This item is frequently co-purchased with: 显脸小的多层水晶缠绕流苏耳环韩国时尚气质金属圆圈耳钉耳坠R884; VH女包2019新款潮流单肩包时尚简约小鹿水桶包休闲女士手提斜挎包; 2019春装新款韩版V领一粒扣长袖休闲小西装女chic宽松气质外套.]; F. 2018新款雪地靴女磨砂皮羊毛一体大毛球学生雪地棉鞋女平底保暖靴; G. 欧洲站一脚蹬白色张贝贝毛毛鞋女新款春豆豆鞋网红泰迪毛毛鞋女鞋; H. 微笑向暖法式复古裙过膝满幅刺绣两件套连衣裙仙女裙春装2019款女 [Additional context: This item is frequently co-purchased with: 小谷粒中长款红色格子衬衫女2019春装新款文艺原宿风毛边宽松上衣; 布衣酱2019初春新款长袖衬衫女白色日系娃娃领学生上衣女学院风; 网鞋女厚底松糕2019夏季新款韩版百搭休闲运动鞋透气网面老爹鞋女.]; I. Keds秀晶款女百搭基础小白鞋皮面厚底松糕鞋休闲板鞋WH57310; J. SINCE THEN从那以后深V领沙滩裙度假短裙中长款连衣裙女 蓝珍珠 [Additional context: This item is frequently co-purchased with: 女神套装2019新款早秋气质chic白色小西装外套韩版中长款休闲春秋; 上新小包包女2019新款潮韩版简约chic链条包小方包百搭单肩斜挎包; 孙瑜儿ins网红羊羔绒毛外套女春秋2019新款泰迪短款时尚皮毛一体.],J,J,0,0.252,1.0,0.252,10,5,250,45,41,True,False,input_embedding,False,max_input_overlap_random_user_text_topk_items,False,3,0.5,False,True,3,0.5,False
10076,11606,6,G,"[22106, 29575]","[18780, 18870, 26030, 42036, 48201, 30559, 11606, 35534, 10506, 19327]",1. 海盗船银饰新款粉樱花耳钉女韩国气质银耳环时尚个性耳坠简约耳饰; 2. VSVELSUS2018新款单肩斜挎条纹链条小方包女包VA503902,A. 短筒皮毛一体雪地靴女2018新款松糕底棉鞋冬鞋保暖厚底短靴韩版 [Additional context: This item is frequently co-purchased with: 2019春秋季新款高腰网红牛仔裤女膝盖破洞乞丐显瘦紧身小脚九分裤; 小个子风衣女短款春秋季2019新款系带薄款宽松卡其色港味工装外套; FENDAS 纽扣设计感牛仔短裤女潮2019新款时尚毛边高腰破洞裤百搭.]; B. 《福利款》黄色面包服 不退不换 介意慎拍; C. OSSO玛丽珍鞋2017秋季新款金属一字扣女鞋中跟粗跟中空方头单鞋女; D. 小辣椒过膝靴女2018新款弹力靴中粗跟长筒瘦瘦靴子女秋冬季高筒靴; E. 包包女2018新款 头层荔枝纹牛皮百搭锁扣梯形包 单肩手提时尚女包; F. 耳环韩国优雅气质女纯银长款花朵吊坠百搭耳钉和田玉兰花耳线耳坠 [Additional context: This item is frequently co-purchased with: 真丝连衣裙桑蚕丝大牌2019新款女装春装高端中国风刺绣欧根纱长裙.]; G. 人本2018厚底小白鞋女新款百搭皮面白色板鞋松糕底系带纯色休闲鞋; H. BAO STYLE◆气质金色圆形满钻耳环女 韩国简约大耳钉网红耳饰潮; I. 女装秋装2018新款时尚潮亮丝条纹拼色韩版宽松慵懒针织毛衣女套头; J. S家原创女装秋季2018年新款裤子宽松长裤束脚运动裤休闲裤女,C,C,0,0.252,1.0,0.252,10,5,250,45,41,True,False,input_embedding,False,max_input_overlap_random_user_text_topk_items,False,3,0.5,False,True,3,0.5,False
14042,13907,1,B,"[582, 26217]","[359, 13907, 18639, 5486, 9889, 12199, 47474, 43932, 45516, 19213]",1. 李维斯男鞋夏季白色帆布鞋男低帮布鞋子男一脚蹬懒人板鞋休闲潮鞋; 2. Mbbcar欧美西海岸潮男猫须洗水马骝磨白蓝色赤耳丹宁九分牛仔裤男,A. 短款风衣女2019春装新款韩版宽松木香屋6452系带双排扣小个子外套 [Additional context: This item is frequently co-purchased with: 撞色迷你半圆马鞍包女2018新款斜挎复古单肩秋季包包小百搭女生潮; 丽哥潮牌黑色裤子女2019春秋新款高腰老爹裤宽松显瘦哈伦牛仔裤女; 高腰A字半身裙女2019春装新款韩版显瘦学生前开衩短裙包臀裙A6794.]; B. 吃茶去男款蓝标有机棉圆领短袖T恤 白黑素色打底纯色 休闲文艺; C. CHROUSE&amp;KLOTH 链条包包女新款2019新加坡小ck亮片百搭限定斜挎包 [Additional context: This item is frequently co-purchased with: izp 超仙防晒衬衫女中长款宽松很仙的雪纺防晒开衫沙滩; 人像钱币做旧耳环女欧美复古冷淡风个性耳钉韩国长款气质耳夹R326; MG小象短款毛呢外套女时尚收腰背带连衣裙2019新款学生呢子大衣潮.]; D. 港风oversize假两件连帽牛仔外套女春装2019新款宽松长袖夹克上衣 [Additional context: This item is frequently co-purchased with: 99twins 韩版复古牛仔衣褂宽松中长款长袖收腰系带牛仔外套外衣女; 鮀品小黄鞋2019新款百搭小白鞋女春款学生潮鞋高帮板鞋子韩版女鞋; 2019春季新款镂空很仙的洋气蕾丝心机衬衫上衣女chic小众设计感.]; E. 花栗鼠小姐 2019新款 简约百搭 基础款毛须边牛仔半身裙黑色白色 [Additional context: This item is frequently co-purchased with: 梅子熟了荷叶边长袖雪纺连衣裙 复古温柔风chic仙女裙2019春新款; 滕雨佳蜡笔小新联名字母t恤女短袖春装2019新款宽松打底衫上衣潮; 人本帆布鞋女2018新款鞋子女学生百搭运动板鞋2019春款韩版小白鞋.]; F. 空军一号2018nike中帮男鞋高帮耐克女鞋af1 mid黑色低帮小白板鞋; G. 妖精的口袋秋冬季潮羊毛学生连帽拼接呢子大衣中长加厚毛呢外套女; H. 二十八间春装日系复古街头潮牌贴标衬衫男士休闲宽松情侣衬衣长袖 [Additional context: This item is frequently co-purchased with: BJHG宽松嘻哈休闲运动九分萝卜裤潮流男韩版百搭街舞哈伦束脚裤子; BJHG春夏多口袋工装裤男潮流欧美街头宽松纯色复古飘带休闲束脚裤; BJHG冬休闲运动卫裤男国潮牌日系宽松西装哈伦萝卜束脚加绒工装裤.]; I. 人本帆布鞋女文艺小白鞋女春季2019新款百搭透气学生平底休闲板鞋 [Additional context: This item is frequently co-purchased with: 粗跟深口单鞋女2019春季新款百搭休闲系带复古中跟小皮鞋女英伦风; 春装2019新款裙子女半身裙秋冬女百褶网纱蛋糕裙多层次仙女长裙子; 2019新款人本帆布鞋透气百搭小白鞋休闲黑色韩版学生情侣球鞋女鞋.]; J. GBOY冬季潮流个性刺绣针织衫男青年宽松水洗毛衣日系套头打底线衫,B,B,1,0.252,1.0,0.252,10,5,250,45,41,True,False,input_embedding,False,max_input_overlap_random_user_text_topk_items,False,3,0.5,False,True,3,0.5,False
