bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
6641,43996,6,G,"[172882, 198735, 54606, 208098, 28981]","[2741, 126439, 110165, 122215, 15695, 167399, 43996, 135810, 97823, 53968]","1. Passin' Me By - The Pharcyde - Bizarre Ride II The Pharcyde; 2. The Creator - Pete Rock & C.L. Smooth - All Souled Out; 3. The Chase, Part II - A Tribe Called Quest - Midnight Marauders; 4. Youthful Expression - A Tribe Called Quest - People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition); 5. F**k The Police (Street) - J Dilla - F**k The Police",A. Second Wind - Darryl Worley - Hard Rain Don't Last; B. Exhibit A (Transformations) - Jay Electronica - Exhibit A; C. Sunny Duet (feat. the Mind) - Noname - Telefone; D. Lost Lover - Tuxedo - Tuxedo; E. Keep My Head Afloat - Jeremy Zucker - Motions; F. No Deixis de Caminar - Txarango - Benvinguts al Llarg Viatge; G. Thief's Theme - Nas - Street's Disciple; H. Ride On - Parliament - Chocolate City; I. Frío - Zoé - Zoe Exitos; J. New Mineshaft - Yomamasminecraft - New Mineshaft,G,G,1,0.82,0.988
6753,212590,6,G,"[120648, 15143, 113088, 167424, 22776]","[153849, 53102, 194082, 6214, 20886, 121264, 212590, 149258, 139949, 6154]",1. Ain't My Type Of Hype - Full Force - Smoove; 2. Boys To Men - New Edition - Heart Break; 3. Come & Talk To Me - Jodeci - Forever My Lady; 4. You're Always On My Mind - SWV - It's About Time; 5. In The Heat Of The Moment - After 7 - After 7,"A. Han Solo - Bob Schneider - King Kong; B. Galaxies - Nana Grizol - Ruth; C. Palermo - Snarky Puppy - Culcha Vulcha; D. Mexico - The Staves - Dead & Born & Grown; E. Brains - Lower Dens - Nootropics; F. Hate Girlfriend's Friends - Pete Holmes - Nice Try, The Devil; G. U And I - Jodeci - Forever My Lady; H. Chorus Of The Dead - Sirens And Sailors - Rising Moon: Setting Sun; I. Dub Morning - Ondubground - Chapter One in Dub; J. Crush On You - feat. YG - New Boyz - Too Cool To Care",G,G,1,0.82,0.988
11971,212698,0,A,"[79675, 83961, 93176, 171422]","[212698, 71119, 153134, 194731, 54054, 153032, 10633, 165780, 209073, 10945]",1. This Could Be Us - Rae Sremmurd - SremmLife; 2. Worst Behavior - Drake - Nothing Was The Same; 3. Preach - Drake - If You're Reading This It's Too Late; 4. Now & Forever - Drake - If You're Reading This It's Too Late,"A. I Know - Big Sean - Dark Sky Paradise; B. One Up - Axel Leon - The Black Hole; C. Binaural Beats (River Sounds) - Binaural Beats Sleep - Soothing Binaural Beats and White Noise Sleep Sounds of Water for Sleeping Music, Relaxing Sleep Aid, Asmr and Water Sounds of Rivers and Streams for Deep Sleep Background Spa Music; D. Sky Could Undress - Balmorhea - Clear Language; E. Question - Ben Murray-Smith - Stoppable Object Meets Movable Force; F. Why Can't I Leave Her Alone - George Strait - It Just Comes Natural; G. Brutal Dance - Sims - More Than Ever; H. Just Another Day - Alice Ripley - Next To Normal; I. Right Time - Nikki Lane - All Or Nothin'; J. The Fastest Gun Around - Marty Robbins - Return of the Gunfighter",A,A,1,0.82,0.988
3179,158934,0,A,"[163856, 154432, 137896, 171924, 211169]","[158934, 80690, 101833, 97916, 22241, 195311, 29124, 30323, 30381, 109282]",1. Just Kids - POWERS - Just Kids; 2. Valley Girls - blackbear - The Afterglow; 3. In the Room: Cruisin' - Gallant - In the Room: Cruisin'; 4. Phone Down - Lost Kings - Phone Down; 5. Pretend - Hovvdy - Taster,A. Bourbon (feat. Saba & Lophiile) - Gallant - Bourbon (feat. Saba & Lophiile); B. Excuses - Traffik Feat. Shurwayne Winchester - Soca Gold 2002; C. Moment's Notice - Eric Chacón - Flautístico; D. Peaks - Speak - Pedals; E. O Come O Come Emmanuel (feat. Sleeping at Last) - The Liturgists - A Light; F. Silence & Scars - Pop Evil - Onyx; G. Fables - Junoflo - Fables; H. Engadi Porandha - Anirudh Ravichander - Vanakkam Chennai (Original Motion Picture Soundtrack); I. Alpenglow - S. Carey - Range of Light; J. Go To Hell - Empress Of - Go To Hell,A,A,1,0.82,0.988
10486,46669,1,B,"[45130, 122489, 117184, 155620, 55670]","[127398, 46669, 175148, 57340, 186641, 135309, 99632, 67592, 184885, 139393]",1. I Miss You - Adele - 25; 2. Never Let This Go - Paramore - All We Know Is Falling; 3. Blind Faith - Johnny Manuel - Blind Faith; 4. Superpower - Beyoncé - BEYONCÉ [Platinum Edition]; 5. Love On Top - Beyoncé - 4,A. Azawade - The Touré-Raichel Collective - The Tel Aviv Session; B. My Everything - Ariana Grande - My Everything; C. The Final Battle - Aaron Tveit - Les Misérables: The Motion Picture Soundtrack Deluxe; D. Well You Needn't - Thelonious Monk Trio - Ruby My Dear; E. Meet The Creeper - Rob Zombie - Hellbilly Deluxe; F. Yeah - Steve Angello - Yeah; G. My Valentine - Paul McCartney - Kisses On The Bottom; H. Song of the Heart - Brian Crain - Sienna; I. SEATTLE - Sam Kim - I AM SAM; J. Tu es beau - Yelle - Pop Up,B,B,1,0.82,0.988
6673,113141,2,C,"[14383, 201239, 176399, 30541, 127508]","[166254, 171537, 113141, 144850, 160660, 209499, 166876, 99090, 35428, 88383]",1. Heaven Or Las Vegas - The Weeknd - Trilogy; 2. Coming Down - The Weeknd - Trilogy; 3. Gone - The Weeknd - Trilogy; 4. Lonely Star - The Weeknd - Trilogy; 5. Often - The Weeknd - Beauty Behind The Madness,A. Wait for Me - Motopony - Motopony; B. Suicide & Redemption - Metallica - Death Magnetic; C. Loft Music - The Weeknd - Trilogy; D. Deep Like Airline Failure - Proem - Socially Inept; E. Rigid Man (I) - Sumac - What One Becomes; F. Bottom Of The Fifth - Curtis Grimes - Bottom Of The Fifth; G. Introdução - Gilberto Gil - Quanta Gente Veio Ver; H. In Case I Go Again - Mikey Wax - Change Again; I. Help Me Run Away - St. Lucia - Matter; J. The Sea - D.R. Hooker - The Truth,C,C,1,0.82,0.988
4815,211509,1,B,"[1555, 33715, 180709, 24459, 132488]","[149639, 211509, 51354, 187500, 74256, 142068, 163521, 193779, 86799, 187436]",1. Petit Papa Noël - Josh Groban - Noel; 2. Give Me A Star - Bebe & Cece Winans - First Christmas; 3. Home - Ne-Yo - 100X Kerst; 4. Silent Night - 1999 - Remaster - Nat King Cole - Christmas For Kids: From One To Ninety-Two; 5. O Little Town Of Bethlehem - Nat King Cole - The Christmas Song,"A. Came Here for Love - Sigala - Came Here for Love; B. Ave Maria - Michael Bublé - Christmas; C. Something Just Like This - Kurt Hugo Schneider - Kurt & Company Vol 1; D. U Don't Have To Call - Streetwize - Smoothe Urban Jazz; E. Cold - KROY - Scavenger; F. Pretty Good Year - Tori Amos - Under the Pink; G. One More - Beartooth - Disgusting; H. Home - She & Him - Volume Two; I. Pobre Loco - Duelo - Solo Hits; J. Droppin' Seeds - Tyler, The Creator - Flower Boy",B,B,1,0.82,0.988
5647,19773,5,F,"[101007, 85698, 36038, 111409, 17303]","[198556, 109962, 118245, 174269, 135587, 19773, 57733, 44756, 8952, 33857]",1. Banana Split For My Baby - 1991 Digital Remaster - Louis Prima - Capitol Collectors Series; 2. Love Me Or Leave Me ( My Baby Just Cares For Me) - Nina Simone - Jazz & the city - volume 2; 3. Between The Devil And The Deep Blue Sea - Blossom Dearie - Whisper For You; 4. Good Queen Bess - Johnny Hodges & His Orchestra - All Time Jazz: Swing; 5. Lindy Hopper's Delight (10-12-39) - Ella Fitzgerald - Complete Jazz Series 1939 - 1940,"A. One Time 4 Your Mind - Nas - Illmatic XX; B. Navigating Home - Mark Mancina - Moana; C. It's Only Dancing - jeremy messersmith - Heart Murmurs; D. Back Way - Cham - Team Cham; E. Lose Control - Colony House - When I Was Younger; F. Fireworks - Original Memphis Five - Great White Way Blues 1922-1931; G. Days Go By - Radio Edit - Dirty Vegas - Dirty Vegas; H. If I Ruled the World - BTS - O!RUL8,2?; I. Crush - Mandy Moore - The Best of Mandy Moore; J. You Were Right - Nora En Pure Remix - RÜFÜS - You Were Right",F,F,1,0.82,0.988
9840,175839,9,J,"[57545, 51064, 175516, 67096, 47590]","[28554, 88842, 45668, 121845, 135527, 93639, 30440, 65336, 84982, 175839]",1. U Can't Touch This - MC Hammer - Please Hammer Don't Hurt 'Em; 2. Dude (Looks Like A Lady) - Aerosmith - Permanent Vacation; 3. Free Fallin' - Tom Petty - Full Moon Fever; 4. I Gotta Feeling - The Black Eyed Peas - THE E.N.D. (THE ENERGY NEVER DIES); 5. Don't Stop Believin' - Journey - Escape,"A. Rain - BTS - Dark & Wild; B. Leave Me Alone - Simon Patterson Remix - Neelix - The Gallery - 18 Years Mixed By Judge Jules, Simon Patterson & Gavyn Mytchel; C. I'm Not The One - The Cars - Shake It Up; D. Big Bertha - Duke Pearson - Sweet Honey Bee; E. Cinematic - Radio Edit - Fedde Le Grand - Something Real; F. Take Me Or Leave Me (Glee Cast Version) - Glee Cast - Glee: The Music, The Complete Season Two; G. Keep me in Love - Malaria! - Cheerio; H. Lil' Girl Gone - Devin The Dude - Waitin' to Inhale; I. The Project - Radio Version - Sub Zero Project - The Project (Radio Version); J. Walk This Way - Aerosmith - Toys In The Attic",J,J,1,0.82,0.988
7963,60048,0,A,"[145311, 151127, 43864, 67395, 156305]","[60048, 187697, 85341, 133768, 50491, 12120, 195773, 50310, 168906, 30524]","1. What You Don't Do - Tom Misch Remix - Lianne La Havas - Blood; 2. Signed, Sealed, Delivered (I'm Yours) - Stevie Wonder - Signed Sealed And Delivered; 3. Son Of A Preacher Man - Mono Version - Dusty Springfield - Dusty In Memphis; 4. Season of the Witch - Donovan - Sunshine Superman; 5. Spliff - Fruition & Grant Farm - Meeting On the Mountain","A. Hey Rose - Streets of Laredo - Volume I & II; B. Middle of America - White Reaper - Drop Out / Middle of America; C. The Swing of Justice - Gramatik - SB3; D. Prism Of Life - Enigma - Le Roi Est Mort, Vive Le Roi!; E. Carried Away - Tiësto Remix - Passion Pit - Club Life, Vol. 3 - Stockholm (Spotify Exclusive); F. Black Noir Schwarz - Original Mix - Psychemagik - Black Noir Schwarz; G. 2morrow (We Aint Worried) [feat. Ty Dolla Sign] - Dom Kennedy - Get Home Safely; H. Letters - Johnnie Guilbert - Lost; I. I'd Love You All Over Again - Alan Jackson - Original Album Classics; J. Lights Out - Buck 65 - 20 ODD YEARS",A,A,1,0.82,0.988
