dataset,split,category_a,category_b,count_weight,binary_weight,freq_a,freq_b,p_b_given_a,p_a_given_b,lift_binary,pmi_binary,ppmi_binary
pog_dense,train,126c091a8ff171f694733a624089e68a,664162d351ab59ea042546db288bbf7c,6009.0,6009.0,10277.0,12346.0,0.58470370730758,0.48671634537502023,0.58470370730758,-0.5366500432911452,0.0
pog_dense,train,664162d351ab59ea042546db288bbf7c,b608ccb44928992e75009892971acd46,4790.0,4790.0,12346.0,8432.0,0.38797991252227443,0.5680740037950665,0.5680740037950665,-0.5655035803761825,0.0
pog_dense,train,664162d351ab59ea042546db288bbf7c,95c3a26ab13f3ec5cd28a281e3685e7b,4615.0,4612.0,12346.0,7282.0,0.3735622873805281,0.6333424883273826,0.6333424883273826,-0.4567439473464291,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,95c3a26ab13f3ec5cd28a281e3685e7b,3521.0,3518.0,10277.0,7282.0,0.3423177970224774,0.48310903597912663,0.5803701623234696,-0.5440891681091071,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,b608ccb44928992e75009892971acd46,3452.0,3452.0,10277.0,8432.0,0.33589568940352243,0.409392789373814,0.49181311448955034,-0.7096564832490567,0.0
pog_dense,train,2450d5bfc87a1f5b96e2837f5c87a70c,664162d351ab59ea042546db288bbf7c,3452.0,3452.0,5919.0,12346.0,0.5832066227403278,0.2796047302770128,0.5832066227403278,-0.5392137424874065,0.0
pog_dense,train,2450d5bfc87a1f5b96e2837f5c87a70c,95c3a26ab13f3ec5cd28a281e3685e7b,3080.0,3076.0,5919.0,7282.0,0.5196823787801994,0.4224114254325735,0.8810764416946363,-0.12661088984672797,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,2450d5bfc87a1f5b96e2837f5c87a70c,3068.0,3068.0,10277.0,5919.0,0.2985306996205118,0.5183307991214732,0.6226828885816589,-0.47371789687481014,0.0
pog_dense,train,664162d351ab59ea042546db288bbf7c,852a581f78e4f4d7ecf9972a038e440c,3044.0,3043.0,12346.0,3907.0,0.24647659160861818,0.7788584591758383,0.7788584591758383,-0.24992594515809943,0.0
pog_dense,train,2450d5bfc87a1f5b96e2837f5c87a70c,b608ccb44928992e75009892971acd46,2407.0,2404.0,5919.0,8432.0,0.4061496874472039,0.2851043643263757,0.5946778986270375,-0.5197353668629292,0.0
pog_dense,train,852a581f78e4f4d7ecf9972a038e440c,b608ccb44928992e75009892971acd46,2295.0,2295.0,3907.0,8432.0,0.5874072178141797,0.2721774193548387,0.8600722854760273,-0.15073884038772742,0.0
pog_dense,train,664162d351ab59ea042546db288bbf7c,a6cd655d1645f38869be793d5fb194cb,2080.0,2080.0,12346.0,3400.0,0.16847561963388952,0.611764705882353,0.6117647058823529,-0.4914075379088892,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,a6cd655d1645f38869be793d5fb194cb,1923.0,1923.0,10277.0,3400.0,0.1871168628977328,0.5655882352941176,0.6794543498045321,-0.3864652296867049,0.0
pog_dense,train,a6cd655d1645f38869be793d5fb194cb,b608ccb44928992e75009892971acd46,1228.0,1228.0,3400.0,8432.0,0.3611764705882353,0.14563567362428842,0.5288288313427838,-0.6370904697244674,0.0
pog_dense,train,95c3a26ab13f3ec5cd28a281e3685e7b,b608ccb44928992e75009892971acd46,1192.0,1192.0,7282.0,8432.0,0.16369129360065915,0.1413662239089184,0.23967418296889687,-1.428474848937386,0.0
pog_dense,train,664162d351ab59ea042546db288bbf7c,8476c833956c74092868c24514562b0b,1173.0,1173.0,12346.0,1623.0,0.09501052972622712,0.722735674676525,0.7227356746765249,-0.32471171886111583,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,46eacb79120159c0d446c08e1f671b0f,1058.0,1058.0,10277.0,1455.0,0.10294833122506568,0.727147766323024,0.8735395857763992,-0.1352018318585801,0.0
pog_dense,train,3e600277f4bf92983bf6fcb0ac09e0d7,664162d351ab59ea042546db288bbf7c,1041.0,1041.0,1902.0,12346.0,0.5473186119873817,0.08431880771099952,0.5473186119873817,-0.6027241744903666,0.0
pog_dense,train,3afab60a60abe737c6b12772e0fcec0a,95c3a26ab13f3ec5cd28a281e3685e7b,1037.0,1037.0,1445.0,7282.0,0.7176470588235294,0.1424059324361439,1.21670840266895,0.19614918190145728,0.19614918190145728
pog_dense,train,126c091a8ff171f694733a624089e68a,3e600277f4bf92983bf6fcb0ac09e0d7,1034.0,1034.0,10277.0,1902.0,0.10061301936362751,0.5436382754994742,0.6530853507167956,-0.4260474527081931,0.0
pog_dense,train,8476c833956c74092868c24514562b0b,b608ccb44928992e75009892971acd46,963.0,963.0,1623.0,8432.0,0.5933456561922366,0.11420777988614801,0.8687672522947525,-0.14068002354376802,0.0
pog_dense,train,8476c833956c74092868c24514562b0b,852a581f78e4f4d7ecf9972a038e440c,932.0,932.0,1623.0,3907.0,0.574245224892175,0.23854619912976707,1.81459727323235,0.5958635550697705,0.5958635550697705
pog_dense,train,3e600277f4bf92983bf6fcb0ac09e0d7,b608ccb44928992e75009892971acd46,831.0,831.0,1902.0,8432.0,0.43690851735015773,0.09855313092979127,0.6397144870973729,-0.44673331607718963,0.0
pog_dense,train,852a581f78e4f4d7ecf9972a038e440c,95c3a26ab13f3ec5cd28a281e3685e7b,823.0,823.0,3907.0,7282.0,0.21064755566931148,0.113018401538039,0.35713467760138967,-1.0296423201595384,0.0
pog_dense,train,852a581f78e4f4d7ecf9972a038e440c,a6cd655d1645f38869be793d5fb194cb,808.0,808.0,3907.0,3400.0,0.2068082928077809,0.2376470588235294,0.7509574067661361,-0.28640634418438693,0.0
pog_dense,train,2450d5bfc87a1f5b96e2837f5c87a70c,3afab60a60abe737c6b12772e0fcec0a,801.0,801.0,5919.0,1445.0,0.1353269133299544,0.554325259515571,1.1562256553436794,0.1451609547849428,0.1451609547849428
pog_dense,train,3afab60a60abe737c6b12772e0fcec0a,664162d351ab59ea042546db288bbf7c,790.0,790.0,1445.0,12346.0,0.5467128027681661,0.06398833630325612,0.5467128027681661,-0.6038316550854652,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,fc528592c3858f90196fbfacc814f235,778.0,778.0,10277.0,1465.0,0.07570302617495378,0.5310580204778157,0.6379723966935013,-0.449460261944008,0.0
pog_dense,train,664162d351ab59ea042546db288bbf7c,fc528592c3858f90196fbfacc814f235,746.0,746.0,12346.0,1465.0,0.06042442896484691,0.5092150170648464,0.5092150170648464,-0.6748849212474068,0.0
pog_dense,train,b608ccb44928992e75009892971acd46,fc528592c3858f90196fbfacc814f235,654.0,654.0,8432.0,1465.0,0.07756166982922201,0.44641638225255975,0.6536357513389591,-0.42520503782127117,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,c6ba1690407cbd175f036694488a914e,628.0,628.0,10277.0,824.0,0.06110732704096526,0.7621359223300971,0.9155716743298022,-0.08820662811250501,0.0
pog_dense,train,022ab423f035b47ac0af5046c51ed093,664162d351ab59ea042546db288bbf7c,606.0,606.0,904.0,12346.0,0.6703539823008849,0.049084723797181276,0.670353982300885,-0.3999493743228619,0.0
pog_dense,train,03bfc1d4783966c69cc6aef8247e0103,19125833f147d19800e3aa39ecfc76c2,561.0,561.0,562.0,1785.0,0.998220640569395,0.3142857142857143,6.904219623792577,1.9321327643691069,1.9321327643691069
pog_dense,train,2450d5bfc87a1f5b96e2837f5c87a70c,852a581f78e4f4d7ecf9972a038e440c,559.0,559.0,5919.0,3907.0,0.09444162865348876,0.14307652930637318,0.29843264585512475,-1.2092110136368552,0.0
pog_dense,train,95c3a26ab13f3ec5cd28a281e3685e7b,a6cd655d1645f38869be793d5fb194cb,526.0,526.0,7282.0,3400.0,0.07223290304861302,0.15470588235294117,0.2622904179524048,-1.3383029236480803,0.0
pog_dense,train,3afab60a60abe737c6b12772e0fcec0a,b608ccb44928992e75009892971acd46,505.0,505.0,1445.0,8432.0,0.3494809688581315,0.05989089184060721,0.5117044641274302,-0.6700080390984751,0.0
pog_dense,train,44187dfef4ed2dd3669957cc9592514e,664162d351ab59ea042546db288bbf7c,493.0,493.0,928.0,12346.0,0.53125,0.03993196176899401,0.53125,-0.6325225587435105,0.0
pog_dense,train,46eacb79120159c0d446c08e1f671b0f,664162d351ab59ea042546db288bbf7c,480.0,480.0,1455.0,12346.0,0.32989690721649484,0.0388789891462822,0.32989690721649484,-1.1089750757036563,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,8476c833956c74092868c24514562b0b,477.0,477.0,10277.0,1623.0,0.04641432324608349,0.29390018484288355,0.3530691526778476,-1.041091341297482,0.0
pog_dense,train,46eacb79120159c0d446c08e1f671b0f,b608ccb44928992e75009892971acd46,477.0,477.0,1455.0,8432.0,0.32783505154639175,0.05657020872865275,0.48001085701989477,-0.733946556544554,0.0
pog_dense,train,022ab423f035b47ac0af5046c51ed093,b608ccb44928992e75009892971acd46,476.0,476.0,904.0,8432.0,0.5265486725663717,0.056451612903225805,0.7709641735655153,-0.26011337398805884,0.0
pog_dense,train,022ab423f035b47ac0af5046c51ed093,126c091a8ff171f694733a624089e68a,471.0,471.0,904.0,10277.0,0.5210176991150443,0.04583049528072395,0.6259107242652853,-0.4685475310469906,0.0
pog_dense,train,2b28f4772c30b8544c742f6a349a06b3,664162d351ab59ea042546db288bbf7c,462.0,462.0,762.0,12346.0,0.6062992125984252,0.03742102705329661,0.6062992125984252,-0.5003816646049074,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,bc11aa63d5a69b1b0f90c34fd2c62102,456.0,456.0,10277.0,711.0,0.04437092536732509,0.6413502109704642,0.7704689797257323,-0.26075588496008667,0.0
pog_dense,train,841c8877534da01768696cd2375bab70,95c3a26ab13f3ec5cd28a281e3685e7b,450.0,450.0,718.0,7282.0,0.6267409470752089,0.06179620983246361,1.0625849673977656,0.060704587934603725,0.060704587934603725
pog_dense,train,664162d351ab59ea042546db288bbf7c,8585a77eaebc91282b433359863cb569,443.0,443.0,12346.0,619.0,0.035882067066256275,0.715670436187399,0.715670436187399,-0.3345355026394605,0.0
pog_dense,train,3e600277f4bf92983bf6fcb0ac09e0d7,95c3a26ab13f3ec5cd28a281e3685e7b,439.0,439.0,1902.0,7282.0,0.23080967402733965,0.06028563581433672,0.39131780218916995,-0.9382352558117018,0.0
pog_dense,train,664162d351ab59ea042546db288bbf7c,b5512b7b61119e0a76d1f6b3bd6d2b94,438.0,438.0,12346.0,572.0,0.0354770775959825,0.7657342657342657,0.7657342657342656,-0.2669200810033519,0.0
pog_dense,train,664162d351ab59ea042546db288bbf7c,6eb82f81b7105a1112fec1bb3c8dd62b,438.0,437.0,12346.0,731.0,0.03539607970192775,0.5978112175102599,0.5978112175102599,-0.5144802646541884,0.0
pog_dense,train,19125833f147d19800e3aa39ecfc76c2,95c3a26ab13f3ec5cd28a281e3685e7b,436.0,436.0,1785.0,7282.0,0.24425770308123249,0.0598736610821203,0.41411777015118056,-0.8816048766462425,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,44187dfef4ed2dd3669957cc9592514e,426.0,426.0,10277.0,928.0,0.04145178554052739,0.45905172413793105,0.5514695520294732,-0.5951686511880621,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,6eb82f81b7105a1112fec1bb3c8dd62b,423.0,420.0,10277.0,731.0,0.04086795757516785,0.5745554035567716,0.6902268183625476,-0.37073501314359636,0.0
pog_dense,train,46eacb79120159c0d446c08e1f671b0f,a6cd655d1645f38869be793d5fb194cb,418.0,418.0,1455.0,3400.0,0.2872852233676976,0.12294117647058823,1.0431833434404687,0.04227694526875161,0.04227694526875161
pog_dense,train,0ab410a4baf435f5b6496cb061c11dc1,126c091a8ff171f694733a624089e68a,414.0,414.0,595.0,10277.0,0.6957983193277311,0.04028412960980831,0.8358787632986443,-0.17927169639154733,0.0
pog_dense,train,126c091a8ff171f694733a624089e68a,19125833f147d19800e3aa39ecfc76c2,404.0,404.0,10277.0,1785.0,0.03931108300087574,0.22633053221288515,0.27189615166880216,-1.3023350809238214,0.0
pog_dense,train,2b28f4772c30b8544c742f6a349a06b3,95c3a26ab13f3ec5cd28a281e3685e7b,400.0,400.0,762.0,7282.0,0.5249343832020997,0.05492996429552321,0.8899807600951832,-0.1165554343602017,0.0
pog_dense,train,2b28f4772c30b8544c742f6a349a06b3,b608ccb44928992e75009892971acd46,398.0,398.0,762.0,8432.0,0.5223097112860893,0.0472011385199241,0.7647575540249121,-0.2681964182295108,0.0
pog_dense,train,95c3a26ab13f3ec5cd28a281e3685e7b,fc528592c3858f90196fbfacc814f235,397.0,397.0,7282.0,1465.0,0.054517989563306786,0.27098976109215017,0.4594396581219014,-0.7777476665455149,0.0
pog_dense,train,b608ccb44928992e75009892971acd46,de802e3a05e11e88ddd894aa58e0f4d9,396.0,396.0,8432.0,689.0,0.04696394686907021,0.5747460087082729,0.8415339449137023,-0.17252892758648028,0.0
pog_dense,train,664162d351ab59ea042546db288bbf7c,de802e3a05e11e88ddd894aa58e0f4d9,386.0,386.0,12346.0,689.0,0.03126518710513527,0.5602322206095791,0.5602322206095791,-0.5794039015488277,0.0
pog_dense,train,19125833f147d19800e3aa39ecfc76c2,664162d351ab59ea042546db288bbf7c,382.0,382.0,1785.0,12346.0,0.21400560224089635,0.03094119552891625,0.21400560224089638,-1.5417530856071642,0.0
pog_dense,train,8585a77eaebc91282b433359863cb569,b608ccb44928992e75009892971acd46,381.0,381.0,619.0,8432.0,0.6155088852988692,0.04518500948766603,0.901218299086793,-0.10400776538519753,0.0
pog_dense,train,19125833f147d19800e3aa39ecfc76c2,72b059d86956ec93bbe2ae5a6622f4bd,367.0,367.0,1785.0,367.0,0.20560224089635853,1.0,6.916526610644257,1.9339137087401017,1.9339137087401017
