row_idx,bundle_id,true_indice,true_option_idx,true_option_char,prediction,pred_option_idx,hit,skipped,skip_reason,num_input_items,num_valid_input_embeddings,num_candidates,input_gt_sim,input_neg_sim_mean,input_neg_sim_max,input_neg_sim_min,input_gt_margin_vs_neg_mean,input_gt_margin_vs_best_neg,input_gt_rank,input_gt_top1,input_gt_top3,input_gt_mrr,input_semantic_top_option_idx,input_semantic_top_item,input_semantic_top_sim,pred_input_sim,pred_is_input_semantic_top1,pred_input_rank,pred_to_gt_sim,pred_to_other_candidate_sim_mean,pred_to_other_candidate_sim_max,pred_to_other_candidate_sim_min,pred_margin_vs_other_candidate_mean,pred_margin_vs_best_other_candidate,pairmean_input_gt_sim,pairmean_input_neg_sim_mean,pairmean_input_neg_sim_max,pairmean_input_gt_margin_vs_best_neg,pairmean_input_gt_rank,pairmean_input_gt_top1,pairmax_input_gt_sim,pairmax_input_neg_sim_mean,pairmax_input_neg_sim_max,pairmax_input_gt_margin_vs_best_neg,pairmax_input_gt_rank,pairmax_input_gt_top1,gt_to_distractor_sim_mean,gt_to_distractor_sim_max,gt_to_distractor_sim_min,candidate_ids,input_sims_by_option,pred_to_candidate_sims_by_option
0,9388,27985,9,J,D,3,0,0,,2,2,10,0.9947449564933777,-0.6365699172019958,0.6265925168991089,-0.9321771860122681,1.6313148736953735,0.3681524395942688,1,1,1,1.0,9,27985,0.9947449564933777,0.6265925168991089,0,2,0.5465711355209351,-0.5500622987747192,0.5465711355209351,-0.9365864992141724,1.0966334342956543,0.0,0.9940853118896484,-0.6361479163169861,0.6261771321296692,0.36790817975997925,1,1,0.9964268803596497,-0.628044068813324,0.6385540962219238,0.35787278413772583,1,1,-0.6177782416343689,0.5465711355209351,-0.8980623483657837,"[9877, 21880, 26773, 14120, 1368, 2179, 9204, 30353, 2839, 27985]","[-0.8325415253639221, -0.8995909094810486, -0.82203209400177, 0.6265925168991089, -0.8667652606964111, -0.9321771860122681, -0.8366154432296753, -0.31225645542144775, -0.8537428975105286, 0.9947449564933777]","[-0.9365864992141724, -0.839745044708252, -0.7316633462905884, 0.9999998807907104, -0.8918753862380981, -0.8120218515396118, -0.720343828201294, 0.2697771489620209, -0.8346730470657349, 0.5465711355209351]"
1,21401,6491,7,H,G,6,0,0,,2,2,10,-0.1120043471455574,0.24496276676654816,0.9022347927093506,-0.13576635718345642,-0.35696712136268616,-1.0142391920089722,9,0,0,0.1111111111111111,0,20567,0.9022347927093506,0.07446927577257156,0,7,0.9689915776252747,0.36336857080459595,0.9896811246871948,-0.8762860894203186,0.6056230068206787,-0.020689547061920166,-0.022249609231948853,0.048661619424819946,0.17922793328762054,-0.2014775425195694,9,0,0.9180697798728943,0.8083959221839905,0.9814932346343994,-0.06342345476150513,6,0,0.3145613670349121,0.9689915776252747,-0.9345413446426392,"[20567, 16368, 23133, 20295, 16367, 6154, 8911, 6491, 15299, 24174]","[0.9022347927093506, 0.31311124563217163, 0.44373372197151184, 0.13929498195648193, 0.02521423250436783, -0.13576635718345642, 0.07446927577257156, -0.1120043471455574, 0.3514366149902344, 0.09093645215034485]","[0.19982853531837463, 0.7551189661026001, 0.7140015363693237, 0.9896811246871948, -0.830138623714447, 0.5565866231918335, 0.9999998807907104, 0.9689915776252747, 0.7925333976745605, -0.8762860894203186]"
2,11208,12800,3,D,C,2,0,0,,2,2,10,0.98014235496521,-0.25987422466278076,0.9964056015014648,-0.9775865077972412,1.2400165796279907,-0.016263246536254883,2,0,1,0.5,8,5579,0.9964056015014648,-0.9069550037384033,0,9,-0.909740686416626,0.07509923726320267,0.9168672561645508,-0.9115179181098938,-0.9848399236798286,-1.8266079425811768,0.9789782762527466,-0.25956565141677856,0.9952223896980286,-0.016244113445281982,2,0,0.9835898280143738,-0.2486172765493393,0.998261570930481,-0.014671742916107178,2,0,-0.2879185676574707,0.9871194362640381,-0.9622586965560913,"[16366, 879, 15382, 12800, 17810, 8933, 9552, 21513, 5579, 29465]","[0.8286182880401611, -0.8602203130722046, -0.9069550037384033, 0.98014235496521, -0.8617425560951233, -0.8682396411895752, -0.6585655212402344, 0.9694175720214844, 0.9964056015014648, -0.9775865077972412]","[-0.7025597095489502, 0.8099915385246277, 0.9999999403953552, -0.909740686416626, 0.8169348239898682, 0.8276041746139526, 0.7139434814453125, -0.8856297731399536, -0.9115179181098938, 0.9168672561645508]"
3,14200,16886,7,H,I,8,0,0,,2,2,10,0.9276868104934692,-0.6669350862503052,0.9697152376174927,-0.986717939376831,1.5946218967437744,-0.04202842712402344,2,0,1,0.5,0,5151,0.9697152376174927,-0.986717939376831,0,10,-0.9173063039779663,0.46005213260650635,0.987252950668335,-0.9717701077461243,-1.3773584365844727,-1.9045592546463013,0.8662430644035339,-0.6227617859840393,0.9054878354072571,-0.039244771003723145,2,0,0.9996609091758728,-0.5553154945373535,0.9841874241828918,0.015473484992980957,1,1,-0.6439892053604126,0.9796590805053711,-0.9173063039779663,"[5151, 31039, 24001, 26486, 29493, 30973, 14852, 16886, 14267, 26372]","[0.9697152376174927, -0.7071367502212524, -0.9682257175445557, -0.9492058753967285, -0.864310085773468, -0.7752048373222351, -0.8113085031509399, 0.9276868104934692, -0.986717939376831, -0.9100208878517151]","[-0.9717701077461243, 0.6926865577697754, 0.987252950668335, 0.9543020725250244, 0.8922958970069885, 0.7166457772254944, 0.840373158454895, -0.9173063039779663, 0.9999998807907104, 0.9459893107414246]"
4,23312,27238,2,C,E,4,0,0,,2,2,10,0.8238732218742371,-0.47688451409339905,0.7934163808822632,-0.8968443870544434,1.3007577657699585,0.030456840991973877,1,1,1,1.0,2,27238,0.8238732218742371,-0.3611674904823303,0,4,-0.041711848229169846,0.09237605333328247,0.7986130714416504,-0.25831958651542664,-0.13408790156245232,-0.8403249196708202,0.8235020637512207,-0.4766697287559509,0.7930590510368347,0.030443012714385986,1,1,0.8389260172843933,-0.4597627818584442,0.8092507719993591,0.02967524528503418,1,1,-0.3934258818626404,0.9517749547958374,-0.967291533946991,"[9229, 3670, 27238, 30656, 17868, 2304, 15888, 13704, 238, 23020]","[-0.47835826873779297, -0.8696892261505127, 0.8238732218742371, -0.7835020422935486, -0.3611674904823303, -0.8528743982315063, -0.5079786777496338, -0.33496254682540894, 0.7934163808822632, -0.8968443870544434]","[0.7986130714416504, -0.046789538115262985, -0.041711848229169846, -0.11265461146831512, 1.0, -0.0707087516784668, -0.25831958651542664, 0.43068641424179077, 0.14918792247772217, -0.01691858097910881]"
5,25705,17003,6,G,D,3,0,0,,2,2,10,-0.9770313501358032,-0.3469163179397583,0.9998285174369812,-0.9386700391769409,-0.6301150321960449,-1.9768598079681396,10,0,0,0.1,0,11883,0.9998285174369812,-0.9386700391769409,0,9,0.8566504716873169,0.29747846722602844,0.9086044430732727,-0.9464455842971802,0.5591720044612885,-0.05195397138595581,-0.9768414497375488,-0.34684884548187256,0.9996342658996582,-1.976475715637207,10,0,-0.9760280251502991,-0.3405613303184509,0.9996540546417236,-1.975682020187378,10,0,0.3477465510368347,0.902635931968689,-0.9776546359062195,"[11883, 10160, 3579, 9610, 24965, 1288, 17003, 19669, 30629, 24976]","[0.9998285174369812, -0.7256169319152832, 0.9735257625579834, -0.9386700391769409, -0.8176734447479248, -0.8448066711425781, -0.9770313501358032, -0.8299255967140198, -0.8613647222518921, -0.07754351198673248]","[-0.9383091926574707, 0.5693333148956299, -0.9464455842971802, 1.0, 0.6047872304916382, 0.9086044430732727, 0.8566504716873169, 0.9070631265640259, 0.7425558567047119, -0.02693367749452591]"
6,5022,23203,5,F,C,2,0,0,,2,2,10,0.9983609914779663,0.4256092309951782,0.9983731508255005,-0.98227459192276,0.5727517604827881,-1.2159347534179688e-05,2,0,1,0.5,6,11613,0.9983731508255005,0.9919748306274414,0,3,0.9837487936019897,0.4479132294654846,0.9949465394020081,-0.9662307500839233,0.5358355641365051,-0.01119774580001831,0.9980243444442749,0.4254657030105591,0.9980364441871643,-1.2099742889404297e-05,2,0,0.9994572997093201,0.4332607686519623,0.9991581439971924,0.00029915571212768555,1,1,0.4126928448677063,0.9943299293518066,-0.9834909439086914,"[21281, 4361, 5065, 22818, 30991, 23203, 11613, 24302, 23260, 24237]","[-0.98227459192276, 0.9676345586776733, 0.9919748306274414, 0.9353904724121094, 0.7414602637290955, 0.9983609914779663, 0.9983731508255005, -0.9043910503387451, 0.1040509045124054, 0.9782644510269165]","[-0.9662307500839233, 0.97659832239151, 1.0000001192092896, 0.9633010625839233, 0.8107829093933105, 0.9837487936019897, 0.9939783215522766, -0.946831464767456, 0.22092509269714355, 0.9949465394020081]"
7,19001,29328,7,H,J,9,0,0,,2,2,10,0.84565669298172,0.2671504616737366,0.8551343083381653,-0.837419867515564,0.5785062313079834,-0.009477615356445312,3,0,1,0.3333333333333333,0,26806,0.8551343083381653,-0.7647699117660522,0,8,-0.9806005954742432,-0.6017610430717468,0.9614308476448059,-0.9939770698547363,-0.37883955240249634,-1.942031443119049,0.6974830031394958,0.22034110128879547,0.705299973487854,-0.007816970348358154,3,0,0.9180006384849548,0.41342246532440186,0.9159374237060547,0.0020632147789001465,1,1,0.369697242975235,0.9950182437896729,-0.9806004762649536,"[26806, 30294, 29852, 6702, 6750, 1287, 9264, 29328, 16572, 18613]","[0.8551343083381653, 0.8252430558204651, 0.8376755118370056, 0.6019874215126038, -0.7679507732391357, 0.846916913986206, 0.8075374364852905, 0.84565669298172, -0.837419867515564, -0.7647699117660522]","[-0.890023946762085, -0.9928096532821655, -0.9889942407608032, -0.9189095497131348, 0.3739028573036194, -0.9858678579330444, -0.9939770698547363, -0.9806005954742432, 0.9614308476448059, 0.9999998807907104]"
8,23312,17404,2,C,I,8,0,0,,2,2,10,0.9998594522476196,-0.47688451409339905,0.7934163808822632,-0.8968443870544434,1.4767439365386963,0.20644307136535645,1,1,1,1.0,2,17404,0.9998594522476196,0.7934163808822632,0,2,0.7986584305763245,-0.390292763710022,0.7986584305763245,-0.9883562922477722,1.1889511942863464,0.0,0.9994091987609863,-0.4766697287559509,0.7930590510368347,0.2063501477241516,1,1,0.9995020627975464,-0.4597627818584442,0.8092507719993591,0.19025129079818726,1,1,-0.4770844876766205,0.7986584901809692,-0.8992973566055298,"[9229, 3670, 17404, 30656, 17868, 2304, 15888, 13704, 238, 23020]","[-0.47835826873779297, -0.8696892261505127, 0.9998594522476196, -0.7835020422935486, -0.3611674904823303, -0.8528743982315063, -0.5079786777496338, -0.33496254682540894, 0.7934163808822632, -0.8968443870544434]","[0.10483214259147644, -0.9713377952575684, 0.7986584305763245, -0.9732512831687927, 0.14918793737888336, -0.9883562922477722, -0.8837060928344727, 0.2122572958469391, 1.0000001192092896, -0.9609189033508301]"
9,23040,22455,4,E,B,1,0,0,,2,2,10,0.9955331087112427,0.24491865932941437,0.9985007047653198,-0.9811370372772217,0.7506144642829895,-0.0029675960540771484,2,0,1,0.5,5,18828,0.9985007047653198,0.9706951379776001,0,5,0.9588222503662109,0.238339364528656,0.98508620262146,-0.9958148002624512,0.7204828858375549,-0.026263952255249023,0.9951106309890747,0.2448146939277649,0.9980767965316772,-0.002966165542602539,2,0,0.9956380128860474,0.2520558834075928,0.9986662864685059,-0.003028273582458496,3,0,0.25759875774383545,0.9971451759338379,-0.9725697040557861,"[8276, 7653, 31093, 276, 22455, 18828, 14035, 23788, 454, 21940]","[0.9886230230331421, 0.9706951379776001, 0.2874680757522583, -0.6576946377754211, 0.9955331087112427, 0.9985007047653198, 0.9952540397644043, -0.9811370372772217, -0.8094972372055054, 0.4120560884475708]","[0.98508620262146, 0.9999999403953552, 0.2904529571533203, -0.6815857887268066, 0.9588222503662109, 0.9646276235580444, 0.9505693912506104, -0.9958148002624512, -0.9108043909072876, 0.5837008953094482]"
